0 Degrees,"Action, platformer, puzzle","EastAsiaSoft, Nerd Games, Kiddo Dev",EastAsiaSoft,"May 19, 2021",[1][2][3][4]
The Amazing American Circus,Business simulnation,Juggler Games,Klabater,"September 16, 2021",[532][533][534][535][536]
Amazing Breaker,"Arcade, Puzzle",Dekovir,Big Way,"October 27, 2021",[537][538][539]
Amazing Brick Breaker,Arcade,Cyberfront Korea,CFK,"November 28, 2019",[540][541][542]
The Amazing Shinsengumi: Heroes in Love,Adventure,D3 Publisher,D3 Publisher,"August 9, 2018",[543][544][545][546]
The Ambassador: Fractured Timelines,"Adventure, role-playing, action",TinyDino Games,The Quantum Astrophysicists Guild,"August 13, 2020",[547][548][549]
Ambition of the Slimes,"Turn-based strategy, role-playing",Altairworks,Flyhigh Works,"December 28, 2017",[550][551][552][553]
America Wild Hunting,"Action, Arcade",Benoit Varasse,Pix Arts,"March 5, 2021",[554][555][556]
American Fugitive,Action role-playing,Fallen Tree Games,JP: TeyonWW: Curve Digital,"May 23, 2019",[557][558][559][560][561][562]
American Ninja Warrior: Challenge,Sports,Gaming Corps Austin,GameMill Entertainment,"March 19, 2019",
Amnesia,Visual novel,Design Factory,Idea Factory,"September 12, 2019",[563][564]
Amnesia Collection,"Survival horror, adventure",Frictional Games,Frictional Games,"September 12, 2019",
Amnesia Later x Crowd,Visual novel,Design Factory,Idea Factory,"October 3, 2019",[563][565]
Amnesia World,Visual novel,Design Factory,Idea Factory,"August 19, 2021",[566]
Amoeba Battle: Microscopic RTS Action,"Strategy, Action",Grab Games,Grab Games,"March 3, 2020",[567][568][569]
Among Pipes,"Edutainment, Puzzle, Board game, Strategy",Prison Games,Prison Games,"March 18, 2021",[107][570][571][572]
Among the Sleep: Enhanced Edition,"Survival horror, Action-adventure",Krillbite Studio,Soedesco,"May 29, 2019",
Among Us,Social deduction,Innersloth,Innersloth,"December 15, 2020",
Anarcute,"Action, strategy",Anarteam,JP: Digital BardsWW: Plug In Digital,"May 30, 2019",[330][573][574]
Ancestors Legacy,Real-time strategy,Destructive Creations,JP: Destructive CreationsWW: 1C Company,"June 11, 2020",
Ancient Rush 2,Role-playing,Heideland GameWork,Heideland GameWork,"January 18, 2019",[575][576]
Ancient Stories: Gods of Egypt,Puzzle,"Alawar, Panda Games Studio",ChiliDog Interactive,"October 15, 2021",[577][578][579][580]
Angel's Punishment,"Action, Platformer, Puzzle",B & GN Team,Game Nacional,"September 3, 2021",[581][582][583]
Angels of Death,Adventure,Hoshikuzu KRNKRN,Playism,"June 28, 2018",
Angels with Scaly Wings,Visual novel,Radical Phi,Ratalaika Games,TBA,[584][585]
AngerForce: Reloaded,"Shooter, Arcade, Role-playing, Adventure",Screambox Studio,indienova,"April 2, 2019",[586][587][588]
Angelique Luminarise,Visual novel,Ruby Party,Koei Tecmo,"May 20, 2021",
Angry Bunnies: Colossal Carrot Crusade,Third-person shooter,YFC Games,YFC Games,"September 19, 2019",[589][590][591]
Angry Golf,"Action, Arcade, Strategy",Tero Lunkka,Ultimate Games,"March 23, 2021",[592][593]
The Angry Video Game Nerd I & II Deluxe,Platformer,FreakZone Games,Screenwave Media,"October 30, 2020",
Anima: Gate of Memories,"Adventure, Action, Fighting, Role-playing",Anima Project,BLG Publishing,"June 29, 2018",[594][595][596]
Anima: Gate of Memories - The Nameless Chronicles,"Action, Role-playing, Adventure, Fighting",Anima Project,Badland Games,"June 29, 2018",[594][597][598][599]
Animal Bomber,"Platformer, Action, Arcade, Strategy",Piotr Skalski,Piotr Skalski,"March 6, 2021",[185][600][601]
Animal Crossing: New Horizons,Simulation,Nintendo EPD,Nintendo,"March 20, 2020",
Animal Doctor,"Edutainment, Simulation, Role-playing",Caipirinha Games,Toplitz Productions,"March 25, 2021",[602][603][604]
Animal Fight Club,Strategy,Marco Amadei,Corvostudio di Amadei Marco,"July 25, 2019",[605][606][607]
Animal Fun for Toddlers & Kids,Edutainment,winterworks,winterworks,"April 23, 2020",[608][609][610]
Animal Pals Bubble Pop,"Puzzle, Action, Board game, Arcade",Digital Game Group,Digital Game Group,"November 20, 2020",[611][612][613]
Animal Pairs: Matching & Concentration Game For Toddlers & Kids,"Board game, edutainment, puzzle",winterworks,winterworks,"June 4, 2020",[614][615][616]
Animal Puzzle: Preschool Learning Game for Kids and Toddlers,"Edutainment, Puzzle, Board game",McPeppergames,McPeppergames,"September 2, 2021",[39][617][618][619]
Animal Rivals,"Action, platformer",Blue Sunset Games,Blue Sunset Games,"July 18, 2018",[620][621][622][623]
Animal Super Squad,"Adventure, Action",DoubleMoose,DoubleMoose,"May 1, 2018",[624][625][626]
Animal Up!,Arcade,"Hook Games, FobTi Interactive",Nestor Yavorskyy,"May 22, 2020",[627][628][629]
Animals for Toddlers,Edutainment,winterworks,winterworks,"September 24, 2020",[630][631][632]
AnimaLudo,"Board game, Puzzle, Party, Strategy",Marionette Games,Prison Games,"June 25, 2021",[633][634][635][636]
Animated Jigsaws: Beautiful Japanese Scenery,Puzzle,Dico,Rainy Frog,"April 5, 2018",[637][638][639][640]
Animated Jigsaws: Japanese Women,Puzzle,Dico,Rainy Frog,"October 4, 2018",[641][642][643][644]
Animated Jigsaws: Wild Animals,"Puzzle, Board game",Dico,Rainy Frog,"December 20, 2018",[645][646][647][648]
Anime Studio Story,Simulation,Kairosoft,Kairosoft,"January 16, 2020",[649][650][651][652]
Animus: Harbinger,"Action, Role-playing, Arcade, Fighting",Tenbirds,Troooze,"November 7, 2019",[653][654][655][656]
Animus: Revenant,"Action, Role-playing, Fighting, Adventure",Tenbirds,Troooze,"June 10, 2021",[322][657]
Animus: Stand Alone,Action role-playing,Tenbirds,Bandai Namco Entertainment,"December 6, 2018",[658]
Ankh Guardian: Treasure of the Demon's Temple,"Action, adventure, puzzle",Tom Create,Tom Create,"July 4, 2019",[659][660][661][662]
Ankora: Lost Days,"Adventure, survival",Chibig,Chibig,2022,[663]
Anna's Quest,"Adventure, puzzle",Daedalic Entertainment,Daedalic Entertainment,"June 30, 2021",[664][665][666][667]
Anode,"Puzzle, Arcade, Party",Kittehface Software,Kittehface Software,"August 17, 2019",[668][669][670]
Anodyne,Action-adventure,Analgesic Productions,Nnooo,"February 28, 2019",
Anodyne 2: Return to Dust,Action-adventure,Analgesic Productions,Ratalaika Games,"February 18, 2021",
Anonymous;Code,Visual novel,"Mages, Chiyomaru Studio",Mages,"July 28, 2022",
Another Lost Phone: Laura's Story,Puzzle,"Accidental Queens, Seaven Studio",Plug In Digital,"April 26, 2018",
Another Sight,Adventure,Lunar Great Wall Studios,Lunar Great Wall Studios,"June 28, 2019",[671][672][673][674][675]
Another World,Platformer,Dotemu,Dotemu,"July 9, 2018",
AnShi,"Adventure, Role-playing",Heideland GameWorks,Heideland GameWorks,"February 22, 2021",[676][677]
Ant-Gravity: Tiny's Adventure,"Platformer, Puzzle, Arcade, Adventure",QUByte Interactive,QUByte Interactive,"May 28, 2020",[678][679][680]
Anthill,"Strategy, Simulation, Action",Thunderful Publishing,Thunderful Publishing,"October 24, 2019",[681][682][683][684][685]
Antiquia Lost,Role-playing,Exe Create,Kemco,"November 16, 2017",[686][687][688][689]
Antonball Deluxe,"Platformer, Arcade, Action",Summitsphere,Proponent Games,"September 28, 2021",[690][691]
AntVentor,"Adventure, Puzzle",Loopymood,Loopymood,"June 24, 2020",[692][693][694][695]
AO Tennis 2,Sports,Big Ant Studios,JP: Oizumi AmuzioWW: Bigben Interactive,"January 9, 2020",
Aokana: Four Rhythm Across the Blue,Visual novel,Sprite,JP: SpriteWW: PQube,"March 29, 2018",
Ape Out,Action,Gabe Cuzzillo,Devolver Digital,"February 28, 2019",
Aperion Cyberstorm,Twin-stick shooter,aPriori Digital,aPriori Digital,"February 8, 2018",[696][697][698]
Apex Legends,First-person shooter,Respawn Entertainment,Electronic Arts,"March 9, 2021",
Apocalipsis: Wormwood Edition,"Adventure, Puzzle",Punch Punk Games,Klabater,"January 10, 2019",[699][700][701]
Apocryph: An Old-School Shooter,Shooter,Bigzur Games,Bigzur Games,"March 14, 2019",[442][443][445]
Apparition,"Adventure, Action, Arcade",MrCiastku,No Gravity Games,"November 13, 2020",[702][703][704]
Apple Knight,"Platformer, Action, Adventure, Role-playing",Limitless,Limitless,"September 9, 2021",[705][706][707][708]
Apple Slash,Action-adventure,Agelvik,Ratalaika Games,"July 30, 2021",[436][709][710]
Apsulov: End of Gods,Horror,Angry Demon Studios,Digerati Distribution,"September 2, 2021",[711][712][713][714]
Aqua Kitty UDX,Shoot 'em up,Tikipod,Tikipod,"February 15, 2018",[715][716][717][718][719]
Aqua Lungers,"Party, Action, Racing, Platformer",WarpedCore Studio,WarpedCore Studio,"May 21, 2020",[720][721][722]
Aqua Moto Racing Utopia,Racing,Zordix,Bigben Interactive,"November 24, 2017",
The Aquatic Adventure of the Last Human,"Adventure, Action",YCJY,Digerati,"December 25, 2018",[723][724][725]
Aquatic Rampage,"Arcade, Action, Platformer",Game Nacional,Game Nacional,"June 19, 2021",[726][727]
Ara Fell: Enhanced Edition,Role-playing,Stegosoft Games,Dangen Entertainment,"March 26, 2020",
Aragami: Shadow Edition,Action-adventure,Lince Works,Merge Games,"February 21, 2019",
Arc of Alchemist,Action role-playing,Compile Heart,Idea Factory,"October 10, 2019",[728][729][730][731]
Arcade Classics Anniversary Collection,Action,Konami,Konami,"April 18, 2019",[732][733][734][735][736]
Arcade Fuzz,Arcade,QuByte Interactive,QuByte Interactive,"February 25, 2020",[737][738][739]
Arcade Love: Plus Pengo!,Action,Triangle Service,Mebius,"August 22, 2019",[740][741]
Arcade Space Shooter 2 in 1,"Arcade, Action",Moraes Game Studio,QUByte Interactive,"June 17, 2021",[742][743][744][745][746]
Arcade Spirits,Adventure,Fiction Factory Games,PQube,"May 1, 2020",[747][748][749][750]
Arcaea,Rhythm,Lowiro,Lowiro,"May 18, 2021",[751][752][753][754]
Arcane Arts Academy,"Adventure, Simulation, Strategy",QubicGames,QubicGames,"June 4, 2021",[755][756][757]
Arcanoid Breakout,"Puzzle, Action, Arcade",Pix Arts,Pix Arts,"January 11, 2021",[758][759][760][761]
Archaica: The Path of Light,"Puzzle, Board game, Strategy",Drageus Games,Drageus Games,"April 24, 2020",[762][763][764]
Archery Blast,"Simulation, Action, Arcade",Benoit Varasse,Pix Arts,"April 17, 2021",[765][766][767][768]
Archery Club,"Arcade, Sports, Simulation",BoomBit Games,BoomBit Games,"October 29, 2021",[769][770][771]
Archetype Arcadia,Visual novel,Water Phoenix,Kemco,"October 21, 2021",[772]
Archlion Saga,"Role-playing, Adventure, Simulation, Strategy",Hit Point,Kemco,"July 18, 2019",[773][774][775][776][777]
Area 86,"Platformer, puzzle, adventure",SimDevs,SimDevs,"November 11, 2020",[778][779][780][781]
Arena of Valor,Multiplayer online battle arena,Tencent,Tencent,"September 25, 2018",
Aria Chronicle,"Strategy, Adventure, Role-playing",Studio N9,CREST,"July 8, 2021",[782][783][784][785]
Arietta of Spirits,Action-adventure,Third Spirits,JP: Rainy FrogWW: Red Art Games,"August 20, 2021",[786][787][788][789]
Ark: Survival Evolved,Survival,Studio Wildcard,Studio Wildcard,"November 30, 2018",
Arkan: The Dog Adventurer,"Action, arcade, platformer",Sometimes You,Sometimes You,"June 30, 2021",[790][791][792][793]
Arkanoid - Eternal Battle,"Arcade, battle royale",Pastagames,Microids,2022,[794]
Arkham Horror: Mother's Embrace,Adventure,Fantasy Flight Games,Asmodee Digital,"March 23, 2021",[795][796][797][798]
Armed 7 DX,"Action, Arcade",Pixelheart,Storybird,"May 14, 2020",[799][800][801]
Armed Emeth,"Role-playing, Adventure, Simulation, Strategy",Hit-Point,Kemco,"September 2, 2021",[39][802][803][804]
Armello,"Board game, role-playing",League of Geeks,League of Geeks,"September 27, 2018",
Arms,Fighting,Nintendo EPD,Nintendo,"June 16, 2017",
Ar Nosurge DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"March 4, 2021",
Arrest of a Stone Buddha,Shoot 'em up,Yeo,Circle Entertainment,"May 21, 2020",[805][806][807][808]
Arrog,"Adventure, Puzzle",Leap Game Studios,indienova,"November 26, 2020",[809][810][811][812]
Art of Balance,Puzzle,Shin'en Multimedia,Shin'en Multimedia,"October 4, 2018",
Art of Rally,Racing,Funselektor Labs,Funselektor Labs,"August 12, 2021",[813][814][815][816]
Art Sqool,Simulation,Julian Glander,Red Deer Games,"November 19, 2020",[817][818][819][820]
The Artful Escape,Platformer,Beethoven & Dinosaur,Annapurna Interactive,"January 25, 2022",
Artifact Adventure Gaiden DX,"Role-playing, Action",room6,room6,"June 6, 2019",[821][822][823][824]
Ary and the Secret of Seasons,Action-adventure,"Exiin, Fishing Cactus",Modus Games,"September 1, 2020",
Asatsugutori,Adventure,Nippon Ichi Software,Nippon Ichi Software,"November 25, 2021",[825]
Ascendance,Platformer,Onevision Games,Onevision Games,"May 9, 2019",[826][827][828]
Ascendant Hearts,Visual novel,Visualnoveler,Visualnoveler,"January 30, 2020",[829][830][831]
Asdivine Cross,"Adventure, Simulation, Strategy, Role-playing",EXE-CREATE,Kemco,"April 1, 2021",[832][833][834][835]
Asdivine Dios,Role-playing,Exe Create,Kemco,"July 4, 2019",[659][836][837][838]
Asdivine Hearts,Role-playing,Exe Create,Kemco,"April 12, 2018",[839][840][841][842]
Asdivine Hearts II,Role-playing,Exe Create,Kemco,"January 17, 2019",[843][844][845][846]
Asdivine Kamura,Role-playing,Exe Create,Kemco,"October 31, 2019",[847][848][849][850]
Asdivine Menace,Role-playing,Exe Create,Kemco,"September 5, 2019",[851][852][853][854]
Asdivine Saga,"Role-playing, Adventure, Strategy, Simulation",EXE-CREATE,Kemco,"September 30, 2021",[258][855][856][857]
Asemblance,Adventure,Nilo Studios,Nilo Studios,"January 23, 2020",[858] [859][860][861]
Ash of Gods: Redemption,"Strategy, Role-playing",Aurum Dust,Koch Media,"January 31, 2020",[862][863][864][865]
Ashen,Action role-playing,A44 Games,Annapurna Interactive,"December 9, 2019",
ASMR Journey: Jigsaw Puzzle,"Puzzle, Board game, Adventure",Leonardo Zufi,QUByte Interactive,"July 13, 2021",[866][867][868][869]
Asphalt 9: Legends,Racing,Gameloft Barcelona,Gameloft,"October 8, 2019",
Aspire: Ina's Tale,Action-adventure,Wondernaut Studio,Untold Tales,"December 17, 2021",[870][871]
Assassin's Creed III Remastered,Action-adventure,Ubisoft Montreal,Ubisoft,"May 21, 2019",
Assassin's Creed Odyssey,Action role-playing,Ubisoft Quebec,Ubisoft,"October 5, 2018",
Assassin's Creed: The Ezio Collection,Action-adventure,Virtuos,Ubisoft,"February 17, 2022",
Assassin's Creed: The Rebel Collection,Action role-playing,Ubisoft Montreal,Ubisoft,"December 6, 2019",
Assault Android Cactus+,Shooter,Witch Beam,Witch Beam,"March 7, 2019",
Assault ChaingunS KM,"Action, Arcade",Regista,Dico,"February 20, 2020",[872][873][874][875]
Assault Gunners HD Edition,"Adventure, Arcade, Action",Honey Parade Games,Marvelous Europe,"July 5, 2018",[876][877][878][879]
Assault on Metaltron,"Puzzle, Action, Arcade, Strategy",Blue Sunset Games,Forever Entertainment,"March 19, 2019",[880][881][882]
Astalon: Tears of the Earth,Action platformer,LABSworks,Dangen Entertainment,"June 3, 2021",[883][884][885][886][887]
Astebreed,"Arcade, Action",Edelweiss,Playism,"November 8, 2018",[888][889][890][891][892]
Asterix & Obelix: Slap Them All!,Beat 'em up,Mr. Nutz Studio,Microids,"November 25, 2021",
Asterix & Obelix XXL 2: Mission: Las Vegum,Action-adventure,Osome Studio,Microids,"November 29, 2018",
Asterix & Obelix XXL 3: The Crystal Menhir,Action-adventure,Microids,Microids,"November 21, 2019",
Asterix & Obelix XXL: Romastered,Action-adventure,Osome Studio,Microids,"October 22, 2020",
Astral Chain,Action,PlatinumGames,Nintendo,"August 30, 2019",
Astria Ascending,Role-playing,Artisan Studios,Dear Villagers,"September 30, 2021",[893][894][895][896][897][898]
Astro Aqua Kitty,"Action, Arcade, Role-playing",Tikipod,Tikipod,"April 8, 2021",[899]
Astro Bears Party,Party,QubicGames,QubicGames,"September 28, 2017",[900][901][902]
Astro Duel Deluxe,Shoot 'em up,Panic Button,Panic Button,"May 30, 2017",
Astrodogs,Shoot 'em up,Dynamic Media Triad,Digital Tribe,TBA,[903]
Astrologaster,Adventure,Plug In Digital,Plug In Digital,"February 18, 2021",[904][905][906]
Astroneer,Adventure,System Era Softworks,System Era Softworks,"January 13, 2022",
AstroWings: Space War,"Action, Arcade",Toward,Toward,"October 8, 2020",[291][907][908][909]
At Sundown: Shots in the Dark,Shooter,Mild Beast Games,Versus Evil,"January 22, 2019",[910][911][912]
Atari 50: The Anniversary Celebration,Compilation,Digital Eclipse,Atari,2022,[913]
Atari Flashback Classics,Arcade,Atari,Atari,"December 13, 2018",
Atari Mania,"Arcade, adventure",iLLOGIKA,Atari,2022,[914]
Atelier Ayesha: The Alchemist of Dusk DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 25, 2019",
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 25, 2019",
Atelier Firis: The Alchemist and the Mysterious Journey,Role-playing,Gust Co. Ltd.,Koei Tecmo,"April 22, 2021",
Atelier Lulua: The Scion of Arland,Role-playing,Gust Co. Ltd.,Koei Tecmo,"March 20, 2019",
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 21, 2017",
Atelier Meruru: The Apprentice of Arland,Role-playing,Gust Co. Ltd.,Koei Tecmo,"September 20, 2018",
Atelier Rorona: The Alchemist of Arland,Role-playing,Gust Co. Ltd.,Koei Tecmo,"September 20, 2018",
Atelier Ryza: Ever Darkness & the Secret Hideout,Role-playing,Gust Co. Ltd.,Koei Tecmo,"September 26, 2019",
Atelier Ryza 2: Lost Legends & the Secret Fairy,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 3, 2020",
Atelier Shallie: Alchemists of the Dusk Sea DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 25, 2019",
Atelier Sophie: The Alchemist of the Mysterious Book DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"April 22, 2021",
Atelier Sophie 2: The Alchemist of the Mysterious Dream,Role-playing,Gust Co. Ltd.,Koei Tecmo,"February 24, 2022",[915]
Atelier Totori: The Adventurer of Arland DX,Role-playing,Gust Co. Ltd.,Koei Tecmo,"December 4, 2018",
Atom RPG,"Adventure, role-playing, strategy",Atom Team,Atent Games,"September 4, 2020",[916][917][918][919]
Atomic Heist,"Action, Arcade",Live Aliens,Drageus Games,"September 13, 2019",[920][921][922]
Atomicrops,Action,Bird Bath Games,JP: DMM GamesWW: Raw Fury,"May 28, 2020",[923][924][925][926][927][928]
Atomik: RunGunJumpGun,Platformer,Thirty Three Games,Gambitious,"February 8, 2018",[929][930]
Atomine,Role-playing,Broken Arms Games,MixedBag,"May 25, 2018",[931][932]
Attack of the Toy Tanks,"Action, arcade",Petite Games,Ratalaika Games,"June 28, 2019",[671][672][933][934]
Attack on Titan 2,Hack and slash,Omega Force,Koei Tecmo,"March 15, 2018",
Attack on Titan 2: Final Battle,Hack and slash,Omega Force,Koei Tecmo,"July 4, 2019",
ATV Drift & Tricks,"Racing, Arcade",Anuman Interactive,Microids,"November 22, 2018",[935][936][937]
Automachef,Puzzle,Hermes Interactive,Team17,"July 23, 2019",[938][939][940][941][942]
Autumn's Journey,"Adventure, Simulation, Role-playing",Apple Cider,Ratalaika Games,"December 11, 2020",[943][944][945]
Avenger Bird,"Arcade, Platformer, Adventure",TiliaSoft,Ultimate Games,"February 5, 2019",[946][947][948][949][950]
Aviary Attorney: Definitive Edition,Adventure,Sketchy Logic,Vertical Reach,"January 30, 2020",[951][952][953]
AVICII Invector,Rhythm,Hello There,JP: H2 InteractiveWW: Wired Productions,"September 8, 2020",
AvoCuddle,"Arcade, Action, Adventure",Ramez Al Tabbaa,Ultimate Games,"March 2, 2020",[954][955][956]
Awakening of Cthulhu,"Action, adventure, platformer",Kodobur Yazilim,Kodobur Yazilim,"September 3, 2020",[957][958][959]
Away: Journey to the Unexpected,Roguelike,Aurelien Regard,JP: Circle EntertainmentWW: Playdius Entertainment,"February 7, 2019",[143][960][961][962][963]
Awe,"Arcade, Puzzle, Strategy",BadLand Publishing,BLG Publishing,"December 20, 2018",[964][965][966]
Awesome Pea,Puzzle,Sometimes You,Sometimes You,"March 1, 2019",[967][968]
Awesome Pea 2,"Platformer, Arcade, Adventure",Sometimes You,Sometimes You,"June 3, 2020",[969][970][971]
Awkward,"Party, Board game, Strategy",Snap Finger Click,Snap Finger Click,"July 5, 2018",[972][973][974]
Axe Champ!,"Arcade, Action",Entity3,Entity3,"August 7, 2021",[101][975][976]
Axes,Action,Azur Games,Azur Games,"October 30, 2020",[977][978][979]
Axiom Verge,Metroidvania,Thomas Happ Games,BadLand Games,"October 5, 2017",
Axiom Verge 2,Metroidvania,Thomas Happ Games,Thomas Happ Games,"August 11, 2021",
AXS: Ace X Snowboard,"Sports, Simulation, Action, Arcade",Max Interactive Studio,Max Interactive Studio,"March 12, 2021",[980][981][982]
Ayakashi Koi Gikyoku: Forbidden Romance with Mysterious Spirit,Simulation,OperaHouse Corporation,Digimerce,"April 26, 2018",[983][984][985][986]
Ayakashi: Romance Reborn Dawn Chapter & Twilight Chapter,Adventure,Voltage,Voltage,"March 4, 2021",[987][988][989][990]
Ayo the Clown,Platformer,Cloud M1,Cloud M1,"July 28, 2021",[991][992][993]
Azkend 2: The World Beneath,Puzzle,10tons,10tons,"January 12, 2018",
Aztech: Forgotten Gods,Action-adventure,Lienzo,Lienzo,"March 10, 2022",[994][995][996]
Azur Lane: Crosswave,Shoot 'em up,Felistella,JP: Compile HeartWW: Idea Factory International,"September 17, 2020",
Azuran Tales: Trials,"Action, Role-playing, Platformer, Arcade",Tiny Trinket Games,Tiny Trinket Games,"June 24, 2019",[997][998][999]
Azure Reflections,Shoot 'em up,Unties,Unties,"August 30, 2018",[1000][1001][1002][1003][1004][1005]
Azure Saga: Pathfinder Deluxe Edition,Role-playing,Toge Productions,Toge Productions,"March 21, 2019",[1006][1007][1008]
Azure Striker Gunvolt: Striker Pack,Action,Inti Creates,Inti Creates,"August 31, 2017",
Azure Striker Gunvolt 3,Action,Inti Creates,Inti Creates,"July 28, 2022",[1009]
Azurebreak Heroes,"Adventure, Action, Arcade, Role-playing",Piotr Powroziewicz,Silesia Games,"November 19, 2020",[1010][1011][1012]
